rfq_index,rfq_date,rfq_product_type,rfq_location,rfq_title,rfq_description,supplier_index,supplier_name,supplier_product_type,supplier_product_name,supplier_product_description,supplier_delivery_area,product_match,location_match,text_similarity
220,2025-04-28,Audio,Zurich,Seeking Audio,"Hello, I'm interested in Audio. Can you provide product details and pricing for delivery to Zurich?",250,Holden-Taylor,Clothing,Echo Flux Jeans,Elevate your experience with denim trousers suitable for casual wear. Designed for home enthusiasts..,"Zurich, Brussels, Barcelona, Stockholm",0,1,0.0
221,2025-04-29,Clothing,Amsterdam,RFQ: Clothing,"Hello, I'm searching for Clothing with specific features. Do you have anything suitable in stock?",576,Allen and Sons,Clothing,Serene Eclipse Jacket,"Introducing our jacket, insulated jacket for cold weather protection. Ideal for outdoor adventures..","Prague, Zurich, Madrid, Lisbon, Budapest",1,0,0.0
221,2025-04-29,Clothing,Amsterdam,RFQ: Clothing,"Hello, I'm searching for Clothing with specific features. Do you have anything suitable in stock?",170,"Johnson, Gallagher and Hutchinson",Toys,Zenith Zenith Car,"Introducing our car, remote-controlled car powered by batteries. Ideal for everyday use..","Helsinki, Oslo, Amsterdam, Madrid",0,1,0.0
221,2025-04-29,Clothing,Amsterdam,RFQ: Clothing,"Hello, I'm searching for Clothing with specific features. Do you have anything suitable in stock?",695,Rivers-Arnold,Service,Eclipse Horizon Tutoring,Elevate your experience with one-on-one educational support for various school subjects. Designed for tech-savvy users..,"Amsterdam, Oslo, Brussels, Rome",0,1,0.0
221,2025-04-29,Clothing,Amsterdam,RFQ: Clothing,"Hello, I'm searching for Clothing with specific features. Do you have anything suitable in stock?",109,"Whitaker, Mendoza and Brandt",Food,Vertex Reverie Chocolate,"Introducing our chocolate, rich chocolate with a high cocoa content for intense flavor. Ideal for on-the-go convenience..","Lisbon, Barcelona, Helsinki",0,0,0.0
221,2025-04-29,Clothing,Amsterdam,RFQ: Clothing,"Hello, I'm searching for Clothing with specific features. Do you have anything suitable in stock?",702,"Thomas, Walls and Taylor",Furniture,Obsidian Arc Table,Experience low table designed for living room placement. Loved by tech-savvy users..,"Budapest, Warsaw",0,0,0.0
222,2025-04-30,Toys,Prague,Looking for Toys,"Dear supplier, I need Toys delivered to Prague. Kindly send me details on availability and cost.",434,"Heath, Lewis and Hall",Toys,Luminous Pulse Set,Elevate your experience with set of pieces to be assembled into a complete picture. Designed for creative work..,"Zurich, Budapest",1,0,0.0
222,2025-04-30,Toys,Prague,Looking for Toys,"Dear supplier, I need Toys delivered to Prague. Kindly send me details on availability and cost.",910,Wright LLC,Beauty,Zenith Odyssey Polish,Experience colored lacquer applied to fingernails or toenails. Loved by tech-savvy users..,"Oslo, Amsterdam, Helsinki, Dublin, Barcelona",0,0,0.0
222,2025-04-30,Toys,Prague,Looking for Toys,"Dear supplier, I need Toys delivered to Prague. Kindly send me details on availability and cost.",244,Black and Sons,Electronics,Zenith Pinnacle Tablet,"Elevate your experience with touchscreen device for browsing, reading, and apps. Designed for tech-savvy users..","Munich, Amsterdam",0,0,0.0
222,2025-04-30,Toys,Prague,Looking for Toys,"Dear supplier, I need Toys delivered to Prague. Kindly send me details on availability and cost.",933,"Kennedy, Mays and Bennett",Food,Prism Eclipse Oil,Experience cold-pressed extra virgin olive oil for cooking and salads. Loved by home enthusiasts..,"Rome, Vienna",0,0,0.0
222,2025-04-30,Toys,Prague,Looking for Toys,"Dear supplier, I need Toys delivered to Prague. Kindly send me details on availability and cost.",645,"Rogers, Jackson and Stewart",Audio,Zenith Eclipse Microphone,Our microphone stands out: high-quality microphone for recording vocals or podcasts. Great for creative work..,"Berlin, Munich, Rome, Dublin",0,0,0.0
223,2025-05-01,Toys,Rome,Need Toys,"Hello, I'm interested in Toys. Can you provide product details and pricing for delivery to Rome?",163,"Ross, Tyler and Fleming",Toys,Obsidian Vector Blocks,"Introducing our blocks, colorful interlocking pieces for constructive play. Ideal for on-the-go convenience..","Athens, Amsterdam, Prague",1,0,0.0
223,2025-05-01,Toys,Rome,Need Toys,"Hello, I'm interested in Toys. Can you provide product details and pricing for delivery to Rome?",447,"Ramirez, Lee and Sanchez",Service,Nexus Pulse Mowing,Experience regular lawn care including grass cutting and edge trimming. Loved by outdoor adventures..,"Copenhagen, Berlin, Budapest",0,0,0.0
223,2025-05-01,Toys,Rome,Need Toys,"Hello, I'm interested in Toys. Can you provide product details and pricing for delivery to Rome?",799,Stewart-Brown,Books,Vivid Flux Cookbook,Our cookbook stands out: collection of recipes and cooking tips. Great for outdoor adventures..,"Rome, Amsterdam",0,1,0.0
223,2025-05-01,Toys,Rome,Need Toys,"Hello, I'm interested in Toys. Can you provide product details and pricing for delivery to Rome?",51,Alexander Ltd,Beauty,Halo Aura Polish,"Introducing our polish, colored lacquer applied to fingernails or toenails. Ideal for on-the-go convenience..","Athens, Helsinki, Oslo, Stockholm, Munich",0,0,0.0
223,2025-05-01,Toys,Rome,Need Toys,"Hello, I'm interested in Toys. Can you provide product details and pricing for delivery to Rome?",918,Quinn-Ortega,Service,Vertex Mirage Tutoring,"Introducing our tutoring, one-on-one educational support for various school subjects. Ideal for home enthusiasts..","Paris, Amsterdam, Athens",0,0,0.0
224,2025-05-02,Food,Vienna,Need Food,"Dear supplier, I need Food delivered to Vienna. Kindly send me details on availability and cost.",673,Jones-Harper,Food,Celestial Arc Oil,Elevate your experience with cold-pressed extra virgin olive oil for cooking and salads. Designed for creative work..,"Brussels, Warsaw, Amsterdam, Rome, Berlin",1,0,0.0
224,2025-05-02,Food,Vienna,Need Food,"Dear supplier, I need Food delivered to Vienna. Kindly send me details on availability and cost.",32,"Stark, Miller and Hernandez",Books,Quantum Flux Book,Our book stands out: illustrated book for young readers. Great for eco-conscious spaces..,"Amsterdam, Munich, Copenhagen, Rome, Vienna",0,1,0.0
224,2025-05-02,Food,Vienna,Need Food,"Dear supplier, I need Food delivered to Vienna. Kindly send me details on availability and cost.",21,"Riggs, Shelton and Myers",Audio,Eclipse Horizon Soundbar,Elevate your experience with compact speaker system designed to enhance tv audio. Designed for eco-conscious spaces..,"Zurich, Amsterdam, Stockholm, Brussels",0,0,0.0
224,2025-05-02,Food,Vienna,Need Food,"Dear supplier, I need Food delivered to Vienna. Kindly send me details on availability and cost.",284,"Rice, Smith and Harris",Clothing,Obsidian Horizon Sneakers,Experience comfortable footwear for everyday use or sports. Loved by eco-conscious spaces..,"Madrid, Paris, Helsinki, Copenhagen, Brussels",0,0,0.0
224,2025-05-02,Food,Vienna,Need Food,"Dear supplier, I need Food delivered to Vienna. Kindly send me details on availability and cost.",465,Stephens Ltd,Toys,Pinnacle Vertex Car,"Introducing our car, remote-controlled car powered by batteries. Ideal for tech-savvy users..","Rome, Berlin",0,0,0.0
225,2025-05-05,Electronics,Barcelona,RFQ: Electronics,"Hello, I'm interested in Electronics. Can you provide product details and pricing for delivery to Barcelona?",545,Green-Cole,Electronics,Serene Wave Smartphone,"Our smartphone stands out: portable device for calls, internet, apps, and more. Great for all-day comfort..","Berlin, Barcelona, Stockholm, Paris",1,1,0.0
225,2025-05-05,Electronics,Barcelona,RFQ: Electronics,"Hello, I'm interested in Electronics. Can you provide product details and pricing for delivery to Barcelona?",448,"Ramirez, Lee and Sanchez",Service,Cascade Wave Grooming,"Experience washing, brushing, and trimming services for all types of pets. Loved by everyday use..","Copenhagen, Berlin, Budapest",0,0,0.0
225,2025-05-05,Electronics,Barcelona,RFQ: Electronics,"Hello, I'm interested in Electronics. Can you provide product details and pricing for delivery to Barcelona?",793,Perez-Garcia,Books,Eclipse Orbit Cookbook,Our cookbook stands out: collection of recipes and cooking tips. Great for modern lifestyles..,"Lisbon, Stockholm",0,0,0.0
225,2025-05-05,Electronics,Barcelona,RFQ: Electronics,"Hello, I'm interested in Electronics. Can you provide product details and pricing for delivery to Barcelona?",236,Good-Smith,Furniture,Nexus Flux Table,Experience low table designed for living room placement. Loved by everyday use..,"Oslo, Budapest, Brussels, Munich",0,0,0.0
225,2025-05-05,Electronics,Barcelona,RFQ: Electronics,"Hello, I'm interested in Electronics. Can you provide product details and pricing for delivery to Barcelona?",791,Perez-Garcia,Books,Vertex Pinnacle Novel,"Introducing our novel, fiction book involving suspense and investigation. Ideal for modern lifestyles..","Lisbon, Stockholm",0,0,0.0
226,2025-05-06,Books,Amsterdam,Looking for Books,"Hello, I'm interested in Books. Can you provide product details and pricing for delivery to Amsterdam?",28,"Stark, Miller and Hernandez",Books,Serene Odyssey Cookbook,"Introducing our cookbook, collection of recipes and cooking tips. Ideal for on-the-go convenience..","Amsterdam, Munich, Copenhagen, Rome, Vienna",1,1,0.0
226,2025-05-06,Books,Amsterdam,Looking for Books,"Hello, I'm interested in Books. Can you provide product details and pricing for delivery to Amsterdam?",502,"Brown, Fuller and Smith",Audio,Obsidian Solace Headphones,Discover the headphones that reduce ambient noise for focused listening. Perfect for professional setups..,"Barcelona, Prague",0,0,0.0
226,2025-05-06,Books,Amsterdam,Looking for Books,"Hello, I'm interested in Books. Can you provide product details and pricing for delivery to Amsterdam?",773,Jones Inc,Service,Quantum Mirage Mowing,"Introducing our mowing, regular lawn care including grass cutting and edge trimming. Ideal for home enthusiasts..","Madrid, Dublin, Brussels, Stockholm, Athens",0,0,0.0
226,2025-05-06,Books,Amsterdam,Looking for Books,"Hello, I'm interested in Books. Can you provide product details and pricing for delivery to Amsterdam?",167,"Ross, Tyler and Fleming",Beauty,Eclipse Matrix Shampoo,Elevate your experience with liquid soap for cleaning hair and scalp. Designed for professional setups..,"Athens, Amsterdam, Prague",0,1,0.0
226,2025-05-06,Books,Amsterdam,Looking for Books,"Hello, I'm interested in Books. Can you provide product details and pricing for delivery to Amsterdam?",658,Baker and Sons,Audio,Nimbus Zenith Speaker,"Introducing our speaker, wireless speaker with bluetooth connectivity and rich sound. Ideal for all-day comfort..","Berlin, Prague, Copenhagen",0,0,0.0
227,2025-05-07,Audio,Dublin,Looking for Audio,"Hi, I'm looking for high-quality Audio to be delivered to Dublin. Please let me know your best offer.",425,Garcia-Arias,Audio,Vivid Pulse Turntable,Discover the vinyl record player with modern audio outputs. Perfect for eco-conscious spaces..,"Vienna, Dublin, Zurich, Barcelona, Helsinki",1,1,0.11738149330932847
227,2025-05-07,Audio,Dublin,Looking for Audio,"Hi, I'm looking for high-quality Audio to be delivered to Dublin. Please let me know your best offer.",985,Hamilton-Torres,Clothing,Serene Orbit Jeans,Our jeans stands out: denim trousers suitable for casual wear. Great for professional setups..,"Helsinki, Oslo, Madrid",0,0,0.0
227,2025-05-07,Audio,Dublin,Looking for Audio,"Hi, I'm looking for high-quality Audio to be delivered to Dublin. Please let me know your best offer.",627,Hamilton-Owens,Sporting Goods,Quantum Pinnacle Ball,Experience ball used in the sport of soccer/football. Loved by outdoor adventures..,"Brussels, Berlin, Paris, Athens, Oslo",0,0,0.0
227,2025-05-07,Audio,Dublin,Looking for Audio,"Hi, I'm looking for high-quality Audio to be delivered to Dublin. Please let me know your best offer.",69,"Carter, Martin and King",Books,Serene Spectrum Book,Our book stands out: illustrated book for young readers. Great for professional setups..,"Lisbon, Stockholm, Dublin, Barcelona, Prague",0,1,0.0
227,2025-05-07,Audio,Dublin,Looking for Audio,"Hi, I'm looking for high-quality Audio to be delivered to Dublin. Please let me know your best offer.",231,Good-Smith,Books,Quantum Zenith Novel,Elevate your experience with fiction book involving suspense and investigation. Designed for tech-savvy users..,"Oslo, Budapest, Brussels, Munich",0,0,0.0
228,2025-05-08,Service,Stockholm,Need Service,"Hi, do you have any Service available? I'm planning to buy soon and need delivery to Stockholm.",72,"Edwards, Moore and Ayers",Service,Nexus Spectrum Support,"Discover the technical assistance for computers, networks, and devices. Perfect for all-day comfort..","Zurich, Stockholm, Budapest",1,1,0.0
228,2025-05-08,Service,Stockholm,Need Service,"Hi, do you have any Service available? I'm planning to buy soon and need delivery to Stockholm.",259,Simmons LLC,Food,Prism Reverie Pasta,"Discover the long, thin pasta ideal for traditional italian dishes. Perfect for eco-conscious spaces..","Warsaw, Vienna, Barcelona",0,0,0.0
228,2025-05-08,Service,Stockholm,Need Service,"Hi, do you have any Service available? I'm planning to buy soon and need delivery to Stockholm.",742,Newman-Walker,Clothing,Zenith Odyssey Pack,Discover the multiple pairs of cotton or wool socks for daily use. Perfect for tech-savvy users..,"Budapest, Copenhagen",0,0,0.0
228,2025-05-08,Service,Stockholm,Need Service,"Hi, do you have any Service available? I'm planning to buy soon and need delivery to Stockholm.",553,"Gill, Raymond and Henry",Beauty,Aurora Aura Shampoo,Discover the liquid soap for cleaning hair and scalp. Perfect for eco-conscious spaces..,"Warsaw, Zurich",0,0,0.0
228,2025-05-08,Service,Stockholm,Need Service,"Hi, do you have any Service available? I'm planning to buy soon and need delivery to Stockholm.",380,Meyer-Bennett,Food,Serene Arc Chocolate,Our chocolate stands out: rich chocolate with a high cocoa content for intense flavor. Great for home enthusiasts..,"Vienna, Munich, Prague",0,0,0.0
229,2025-05-09,Beauty,Athens,Looking for Beauty,"Hello, I'm searching for Beauty with specific features. Do you have anything suitable in stock?",815,Scott-Washington,Beauty,Echo Mirage Lotion,Discover the moisturizer applied to the body to keep skin soft. Perfect for home enthusiasts..,"Vienna, Amsterdam, Rome, Athens",1,1,0.0
229,2025-05-09,Beauty,Athens,Looking for Beauty,"Hello, I'm searching for Beauty with specific features. Do you have anything suitable in stock?",713,Hubbard-Rodriguez,Furniture,Obsidian Vista Chair,Discover the adjustable ergonomic chair for desk and office use. Perfect for professional setups..,"Lisbon, Warsaw, Budapest, Helsinki",0,0,0.0
229,2025-05-09,Beauty,Athens,Looking for Beauty,"Hello, I'm searching for Beauty with specific features. Do you have anything suitable in stock?",559,Mueller-Cox,Furniture,Echo Mirage Set,Elevate your experience with table with matching chairs for dining purposes. Designed for modern lifestyles..,"Zurich, Copenhagen, Oslo",0,0,0.0
